ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
638	RAPH5	RAPH5.51	25	38.6597	-78.286	S. Fork Thornton	0.69224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14416	0	0	0	0	0	0	0	0	0	0	0.16364	69.2-0-0-0-0-0-0-0-0-0-0-0-0-0-14.4-0-0-0-0-0-0-0-0-0-0-16.4
639	RAPH6	RAPH6.001	50	38.6352	-78.278	Hazel R.	0	0	0	0.58358	0.10076	0	0	0	0	0	0	0	0	0	0.10878	0	0	0	0	0	0	0	0	0	0	0.20688	0-0-0-58.4-10.1-0-0-0-0-0-0-0-0-0-10.9-0-0-0-0-0-0-0-0-0-0-20.7
640	RAPH7	RAPH7.01	25	38.6013	-78.285	Broad Hollow Run	0	0	0	0.18608	0.56244	0	0	0	0	0	0	0	0	0	0.1624	0	0	0	0	0	0	0	0	0	0	0.08888	0-0-0-18.6-56.2-0-0-0-0-0-0-0-0-0-16.2-0-0-0-0-0-0-0-0-0-0-8.9
641	RAPH8	RAPH8.001	40	38.6074	-78.3162	Hannah Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
642	RAPH9	RAPH9.041	25	38.6074	-78.3162	Hannah Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
643	RAPJ1	RAPJ1.01	50	38.8264	-78.1595	Indian Run	0.90692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09302	90.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.3
644	RAPJ2	RAPJ2.001	50	38.8066	-78.1555	Bolton Branch	0.92994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07004	93-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7
645	RAPJ3	RAPJ3.01	50	38.7729	-78.1659	Jordan R.	0.98726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01274	98.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.3
647	RAPR10	RAPR10.051	50	38.4472	-78.3651	Rapidan R.	0	0	0	0	0	0	0	0.96048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03952	0-0-0-0-0-0-0-96-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4
648	RAPR11	RAPR11.01	49	38.4666	-78.4428	Conway	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
649	RAPR12	RAPR12.01	50	38.4376	-78.4685	Devil's Ditch	0	0	0	0	0	0	0	0.9072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09278	0-0-0-0-0-0-0-90.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.3
650	RAPR13	RAPR13.01	25	38.4148	-78.4701	Pocosin Hollow Run	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
651	RAPR14	RAPR14.01	25	38.3797	-78.5055	South R.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
652	RAPR15	SH67.001	25	38.45095	-78.44411	Bush Mountain Stream	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
653	RAPR16	SH68.001	30	38.54372	-78.37149	Cedar Run	0	0	0	0	0	0	0	0.474433333	0	0	0	0	0	0	0	0.525566667	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-47.4-0-0-0-0-0-0-0-52.6-0-0-0-0-0-0-0-0-0-0
654	RAPR17	SH69.001	30	38.50457	-78.40163	Dark Hollow	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
655	RAPR18	SH72.001	25	38.3916	-78.47795	Entry Run	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
656	RAPR19	SH76.001	30	38.48337	-78.43376	Laurel Prong	0	0	0	0	0	0	0	0.999933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
657	RAPR2	RAPR2.01	24	38.5635	-78.3638	White Oak Canyon Run	0	0	0	0	0	0	0	0.532875	0	0	0	0	0	0	0	0.428125	0	0	0	0	0	0	0	0	0	0.039	0-0-0-0-0-0-0-53.3-0-0-0-0-0-0-0-42.8-0-0-0-0-0-0-0-0-0-3.9
658	RAPR20	SH78.001	30	38.50017	-78.43459	Mill Prong	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
659	RAPR21	SH79.001	30	38.5704	-78.35266	Negro Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
662	RAPR24	SH83.001	30	38.41675	-78.47255	Pocosin Hollow Run	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
663	RAPR25	SH86.001	30	38.5346	-78.41011	Rose River	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
664	RAPR26	SH89.001	30	38.57729	-78.37114	White Oak Canyon Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
665	RAPR3	RAPR3.01	25	38.5471	-78.3754	Cedar Run	0	0	0	0	0	0	0	0.44464	0	0	0	0	0	0	0	0.55532	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-44.5-0-0-0-0-0-0-0-55.5-0-0-0-0-0-0-0-0-0-0
666	RAPR4	RAPR4.001	50	38.533	-78.4093	Rose R.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
667	RAPR5	RAPR5.051	50	38.533	-78.4093	Rose R.	0	0	0	0	0	0	0	0.99998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
668	RAPR6	RAPR6.001	50	38.5227	-78.42	Hogcamp Branch	0	0	0	0	0	0	0	0.82314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17684	0-0-0-0-0-0-0-82.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-17.7
669	RAPR7	RAPR7.001	45	38.4644	-78.4115	Staunton R.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
670	RAPR8	RAPR8.051	39	38.4644	-78.4115	Staunton R.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
671	RAPR9	RAPR9.001	50	38.4472	-78.3651	Rapidan R.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
673	SANR10	WRC008.001	20	36.075153	-81.786286	Bucks Timber Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
675	SANR12	WRC010.001	20	35.9847383	-81.856655	Harper Creek	0	0	0	0	0	0	0.302	0	0.48445	0	0	0	0	0	0	0	0	0	0	0	0.2135	0	0	0	0	0	0-0-0-0-0-0-30.2-0-48.4-0-0-0-0-0-0-0-0-0-0-0-21.4-0-0-0-0-0
676	SANR13	WRC013.001	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0	0	0	0	0	0	0.97625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02375	0-0-0-0-0-0-97.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2.4
677	SANR14	WRC014.001	20	36.0909312	-81.7941819	Little Wilson Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
678	SANR15	WRC015.001	20	36.067003	-81.630581	Mulberry Creek	0	0	0	0	0	0	0.99925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0-0-0-0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
680	SANR17	WRC017.001	20	35.9596683	-81.888163	Upper Creek	0	0	0	0	0	0	0.3933	0	0.2215	0	0	0	0	0	0	0	0	0	0	0	0.3851	0	0	0	0	0.00005	0-0-0-0-0-0-39.3-0-22.2-0-0-0-0-0-0-0-0-0-0-0-38.5-0-0-0-0-0
681	SANR18	WRC018.001	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0	0	0	0	0	0	0.98295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01695	0-0-0-0-0-0-98.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.7
682	SANR19	WRC020.001	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0	0	0	0	0	0	0.1826	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80285	0	0	0	0	0.01435	0-0-0-0-0-0-18.3-0-0-0-0-0-0-0-0-0-0-0-0-0-80.3-0-0-0-0-1.4
683	SANR2	WRC011.001	20	35.596247	-81.706086	Henry Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0
684	SANR20	WRC021.001	20	36.0894111	-81.8022855	Wilson Creek	0	0	0	0	0	0	0.23645	0	0	0	0	0	0	0.76355	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-23.6-0-0-0-0-0-0-76.4-0-0-0-0-0-0-0-0-0-0-0-0
686	SANR22	WRC002.001	20	35.183939	-82.531411	Uncles Creek (above falls)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0
687	SANR23	WRC392.001	36	35.893897	-81.97595	UT Honeycutt Creek	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
690	SANR4	WRC019.001	20	35.9573661	-81.9253382	UT Linville River	0	0	0	0	0	0	0.1563	0	0.84365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005	0-0-0-0-0-0-15.6-0-84.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
691	SANR5	WRC006.001	20	35.793128	-82.141186	Bee Rock Creek	0	0	0	0	0	0	0.1484	0	0.80525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04625	0-0-0-0-0-0-14.8-0-80.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.6
695	SANR9	WRC007.001	20	35.907003	-81.860933	Buck Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0
697	SAV_GA1	GA01.001	38	34.987823	-83.272426	Ammons Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
698	SAV_GA10	GA10.001	30	34.953095	-83.539133	Flat Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
699	SAV_GA12	GA12.001	30	34.911669	-83.313096	Tuckaluge Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686866667	0.185666667	0	0	0	0	0	0.127233333	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-68.7-18.6-0-0-0-0-0-12.7
700	SAV_GA22	GA22.001	30	34.860172	-83.644773	Perry Cove	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878566667	0	0	0	0	0	0	0.1213	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-87.9-0-0-0-0-0-0-12.1
701	SAV_GA23	GA23.001	30	34.883037	-83.604608	Lindsey Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
702	SAV_GA8	GA08.001	30	34.869109	-83.622943	North Moccasin Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9353	0	0	0	0	0	0	0.064733333	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.5-0-0-0-0-0-0-6.5
704	SAVR10	WRC265.001	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0	0	0	0	0	0	0.1564	0	0	0	0	0.1038	0	0	0	0	0	0	0	0	0.6743	0	0	0	0	0.06545	0-0-0-0-0-0-15.6-0-0-0-0-10.4-0-0-0-0-0-0-0-0-67.4-0-0-0-0-6.5
705	SAVR11	WRC266.001	16	35.017875	-83.2746057	West Fork Overflow Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1210625	0	0.8789375	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.1-0-87.9-0-0-0-0-0
708	SAVR4	WRC257.001	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6684	0	0.32415	0	0	0	0	0.00745	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66.8-0-32.4-0-0-0-0-0.7
709	SAVR5	WRC258.001	20	35.0112651	-83.1217918	Glade Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889	0	0	0	0	0	0	0.11105	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.9-0-0-0-0-0-0-11.1
710	SAVR6	WRC259.001	16	35.16205	-82.928467	Indian Creek	0	0	0	0	0	0	0	0	0	0	0	0.1469375	0	0	0	0	0	0	0	0	0.8530625	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-14.7-0-0-0-0-0-0-0-0-85.3-0-0-0-0-0
712	SAVR8	WRC263.001	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0	0	0	0	0	0	0.13955	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8599	0	0	0	0	0.0005	0-0-0-0-0-0-14-0-0-0-0-0-0-0-0-0-0-0-0-0-86-0-0-0-0-0.1
714	SC01	SC01.001	60	34.962301	-83.097877	King Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769	0.1304	0	0	0	0	0	0	0.10055	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-76.9-13-0-0-0-0-0-0-10.1
715	SC02	SC02.001	60	34.942555	-83.09442	Crane Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5221	0.378916667	0	0	0	0	0	0	0.098966667	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-52.2-37.9-0-0-0-0-0-0-9.9
717	IOWR1	IOWR1.001	53	43.4179	-91.9378	South Pine Creek	0	0.176	0	0.571679245	0	0.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051226415	0-17.6-0-57.2-0-20.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.1
718	ISRO1	ISRO1.001	28	47.9335	-89.1055	Washington Creek	0	0	0	0	0	0.877035714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122964286	0-0-0-0-0-87.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.3
719	ISRO2	ISRO2.001	29	47.9212	-89.0752	Grace Creek	0	0	0	0	0	0.936034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0-0-0-0-0-93.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.4
721	ISRO4	ISRO4.001	56	48.1127	-88.5697	Tobin Harbor	0	0	0	0	0	0.939714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06025	0-0-0-0-0-94-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6
722	LACR1	LACR1.001	50	44.0877	-90.8523	Soper Creek	0	0	0	0	0	0.20388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4639	0	0	0.33216	0-0-0-0-0-20.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-46.4-0-0-33.2
723	NEFS1	NEFS1.001	50	46.6565	-53.2144	Freshwater R.	0	0.87802	0	0.12196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-87.8-0-12.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
724	NEFS2	NEFS2.001	36	46.6374	-53.1604	Watern Cove	0	0.999638889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361111	0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
725	NYNS1	NY18.001	30	40.863817	-73.200704	Nissequoque Creek	0	0.129766667	0	0.866733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003466667	0-13-0-86.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.3
726	QUEM1	QUEM1.001	50	51.4174	-72.9409	Pepeshquasati R.	0	0	0	0	0	0.92634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07364	0-0-0-0-0-92.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.4
727	QUEM2	QUEM2.001	43	51.3628	-72.7588	Cheno R.	0	0	0	0	0	0.925162791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074813953	0-0-0-0-0-92.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.5
728	WISR1	WISR1.001	50	43.397	-89.6521	Parfrey's Glen Creek	0	0	0	0.99928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
729	WISR2	WISR2.001	49	43.4897	-90.3664	Melancthon Creek	0	0	0	0	0	0.405836735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37822449	0	0	0.215857143	0-0-0-0-0-40.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-37.8-0-0-21.6
730	WISR3	WISR3.001	50	43.2845	-90.3306	Ash Creek	0	0.209	0	0.62146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16942	0-20.9-0-62.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.9
731	MACS1	MACS1.001	81	41.594	-70.5066	Quashnet R., Cape Cod	0	0	0	0.953740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046283951	0-0-0-95.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.6
732	MACS2	MACS2.001	49	41.5842	-70.5022	Red Brook, Cape Cod	0	0	0	0.980346939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019673469	0-0-0-98-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2
733	MACS3	MACS3.001	28	41.6337	-70.4518	Santuit R., Cape Cod	0	0	0	0.991821429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008142857	0-0-0-99.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.8
734	MACS4	MACS4.001	43	41.6245	-70.481	Mashpee R., Cape Cod	0	0	0	0.863697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136186047	0-0-0-86.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-13.6
735	NYLC1	DS02.001	30	44.288799	-73.52619	Spruce Mill Brook	0	0.769433333	0	0	0	0.2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013433333	0-76.9-0-0-0-21.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.3
736	NYLC2	DS01.001	32	44.298636	-73.742629	Styles Brook	0	0	0	0.107625	0	0.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32975	0	0.2695625	0-0-0-10.8-0-29.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-33-0-27
737	VTLC1	VTLC1.01	50	44.1647	-72.8934	Slide Brook	0	0.83632	0	0	0	0.11514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486	0-83.6-0-0-0-11.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.9
738	VTLC2	VTLC2.01	50	43.8135	-72.9649	Kettle Brook	0	0.93682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06318	0-93.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.3
739	VTLM	VTLM.01	50	44.7845	-71.995	Bald Mountain Brook	0	0.65042	0	0	0	0.30758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04194	0-65-0-0-0-30.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.2
740	NYCS1	NYCS1.001	40	40.762	-73.1492	Connetquot R.	0	0	0	0.972175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027825	0-0-0-97.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2.8
741	NYCS2	NY18.061	30	40.771759	-73.156219	Connetquot R.	0	0	0	0.734333333	0.2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0-0-0-73.4-24.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2.1
742	NYSS1	NY18.031	30	40.772389	-72.993351	Swan River	0	0	0	0.518833333	0.365933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115133333	0-0-0-51.9-36.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.5
747	HUDR2	HUDR2.01	23	41.2902	-73.9943	Timp Brook	0	0	0	0.677913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321913043	0-0-0-67.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.2
749	PASR1	PASR1.01	31	41.1571	-74.1386	Torne Brook	0	0.186935484	0	0	0.696258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116612903	0-18.7-0-0-69.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.7
764	ACAD1	ACAD1.001	56	44.2869	-68.3478	Marshall Brook	0	0.744178571	0	0.255267857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000553571	0-74.4-0-25.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
765	ACAD2	ACAD2.001	55	44.2691	-68.3514	Lurvey Brook	0	0.373563636	0	0.565436364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061054545	0-37.4-0-56.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.1
766	ACAD3	ACAD3.001	55	44.314	-68.2246	Hunters Brook	0	0.923309091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076672727	0-92.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.7
767	ACAD4	ACAD4.001	55	44.3099	-68.2445	Stanley Brook	0	0.897690909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102309091	0-89.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.2
768	ACAD5	ACAD5.001	50	44.3177	-68.2557	Jordan Stream	0	0.7116	0	0.28432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404	0-71.2-0-28.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.4
